1431785164.556000, /muse/acc, 54.687584, 992.189, 152.344
1431785165.545000, /muse/elements/is_good, 1, 1, 1, 1
1431785165.545000, /muse/elements/blink, 0
1431785165.545000, /muse/elements/jaw_clench, 0
1431785165.545000, /muse/elements/touching_forehead, 1
1431785165.545000, /muse/elements/experimental/concentration, 0.4984744
1431785165.545000, /muse/elements/experimental/mellow, 0.17509428
1431785165.545000, /muse/elements/raw_fft0, -5.4556856, -0.067977674, 0.32810614, 3.6587505, -3.1602883, -5.113154, -5.8198934, -5.621042, -8.915466, -4.386259, -6.7606063, -9.554733, -4.8584924, -3.8006134, -5.206318, -8.388837, -9.787818, -10.106726, -3.4551105, -1.596132, -0.30155116, -6.563725, -8.678802, -7.8555403, -7.3725963, -4.5821853, -6.375695, -5.0472207, -3.1664011, -0.9827648, -3.2076354, -1.8819898, -1.9418005, -2.2531176, -8.060676, -9.217177, -7.3766675, -9.71468, -10.717418, -6.8294578, -7.5067515, -6.7495885, -7.285784, -9.786062, -12.223625, -7.934749, -8.336454, -12.31414, -17.566992, -15.532389, -14.41567, -11.955027, -9.979597, -22.180443, -20.77837, -11.508539, -10.792814, -20.485352, -27.723646, -22.123583, -17.650164, -17.395767, -10.478889, -10.801558, -8.62737, -6.6747503, -8.169589, -10.617424, -10.631783, -9.40975, -6.16083, -4.16463, -7.3136835, -4.9309015, -1.7016639, -5.352954, -13.5385, -8.7817745, -8.936637, -3.007262, -3.062536, -9.370695, -8.092779, -9.595674, -12.750879, -10.939468, -5.7571554, -3.9126604, -6.199914, -8.076683, -12.495365, -12.867544, -7.936043, -9.235081, -11.689623, -5.5269423, -5.5945077, -5.286143, -6.7836165, -12.169485, -8.791757, -14.60049, -7.5347643, -7.663465, -11.101362, -7.9366336, -7.258814, -12.005983, -14.950513, -13.27225, -12.165528, -9.34321, -9.973779, -9.644186, -11.63617, -11.003832, -7.123072, -10.79, -17.869635, -13.393886, -8.73817, -11.837811, -12.54747, -18.093243, -17.098902, -16.252438, -19.085314, -17.73551, -16.830317
1431785165.546000, /muse/elements/raw_fft1, -6.0411053, -1.734524, -1.0703658, 1.854489, -2.3242419, -2.9034216, -6.683623, -1.8253356, -5.8674064, -7.100717, -8.159259, -11.203297, -12.160284, -18.428644, -20.093323, -17.179455, -19.71793, -13.932435, -14.680847, -9.629249, -7.237503, -7.645064, -13.675587, -17.83374, -17.423773, -16.275549, -20.08306, -14.737572, -16.715921, -10.867092, -12.781938, -17.104164, -21.404905, -17.242264, -16.040285, -16.451542, -15.981419, -14.729373, -19.137726, -23.010605, -17.644054, -16.048372, -16.865007, -16.537783, -17.845167, -18.805286, -22.443975, -18.24097, -19.46955, -19.575274, -21.378965, -23.72541, -20.810629, -24.039593, -22.589834, -23.306517, -28.306942, -36.405525, -29.317242, -27.838223, -26.88784, -29.313938, -25.160875, -20.449554, -22.881098, -23.318449, -25.592041, -22.297752, -23.244553, -23.347586, -21.606298, -19.446266, -21.173988, -21.417397, -18.121397, -21.352896, -22.829393, -25.028412, -26.085148, -16.693901, -19.467968, -25.865847, -27.676113, -23.92683, -18.96704, -20.30494, -25.559757, -28.314962, -25.959877, -23.176981, -25.456963, -24.1898, -21.87634, -27.195137, -28.243536, -26.792784, -21.756939, -21.321342, -29.324642, -24.881237, -20.02128, -21.124683, -29.830814, -26.909327, -29.179838, -22.47365, -21.37663, -24.133821, -22.380196, -24.874779, -24.764381, -24.572796, -25.311646, -23.352057, -21.875292, -21.754642, -19.41257, -21.15492, -28.992281, -32.49148, -32.808033, -28.030478, -32.62386, -35.299023, -38.36737, -29.744747, -24.329632, -24.471815, -32.31137
1431785165.546000, /muse/elements/raw_fft2, -5.630195, -0.56055254, -2.9262369, 2.661274, 0.40517288, -1.5670661, -3.5409465, -2.8291621, -7.963992, -10.68053, -9.521284, -11.543073, -11.976996, -3.0633101, -6.402091, -9.139904, -4.6399293, -7.8022337, -15.939963, -13.975494, -11.6194, -11.146372, -9.410128, -7.5319386, -8.620284, -12.001195, -8.027632, -13.503987, -15.121787, -11.365482, -10.462284, -9.647497, -11.404198, -11.8619375, -14.449433, -18.732851, -11.468849, -11.269149, -10.460852, -13.047773, -10.364483, -11.619222, -3.994731, -5.8851337, -11.7428465, -12.46539, -12.4177065, -17.736042, -11.056894, -9.177251, -11.874072, -17.666428, -14.070249, -12.427208, -18.22015, -15.829809, -17.895294, -28.465168, -26.573399, -26.205519, -22.753302, -19.967741, -14.930021, -13.371101, -14.947125, -15.596357, -14.794092, -14.220319, -18.025812, -16.784756, -14.882207, -19.234167, -15.231872, -8.897021, -2.0484705, -5.177399, -8.987678, -19.168734, -16.693716, -13.347157, -11.085865, -9.258846, -13.703784, -9.753342, -9.51615, -13.311165, -19.177206, -15.265306, -17.976566, -17.085344, -12.538121, -14.797472, -15.671103, -16.845121, -15.16267, -17.943283, -18.151945, -14.0708475, -12.006825, -11.541421, -7.065002, -7.267713, -9.425053, -12.585281, -14.230731, -16.13478, -11.821262, -8.846513, -10.947672, -11.433676, -11.960997, -17.856194, -17.884409, -12.485144, -14.655299, -17.004375, -7.679263, -9.880041, -21.403786, -13.814345, -14.00735, -17.579119, -17.607876, -16.90743, -15.013395, -20.016037, -22.941393, -21.261044, -20.032656
1431785165.546000, /muse/elements/raw_fft3, -6.1013064, 0.15559892, 1.5913813, 1.5712829, -5.195683, -0.693528, -3.88918, -4.760862, -7.5382857, -5.803834, -6.1566415, -7.6172695, -2.9250243, -6.283952, -8.745536, -3.824007, -5.542972, -9.733763, -11.784867, -7.072668, -3.149806, -5.9178977, -14.053678, -7.224407, -4.248655, -9.250303, -9.52888, -14.573343, -15.825186, -6.1522055, -2.6681616, -5.266842, -6.715694, -4.00513, -7.0218253, -4.157617, -2.9101975, 0.47095373, -4.153294, -9.245715, -14.387473, -6.903619, -3.1905081, -7.720918, -12.939573, -13.875755, -18.652662, -11.182926, -10.3736515, -9.576503, -9.676575, -11.078374, -10.392728, -11.402763, -8.345511, -11.497584, -13.105166, -20.390438, -20.902534, -21.693659, -23.171265, -18.559551, -13.858938, -11.654129, -9.568609, -11.48774, -12.438659, -10.480208, -11.758509, -5.9164906, -8.333801, -9.519808, -7.620459, -6.7836685, -6.570821, -6.14131, -6.851448, -10.006411, -9.342079, -12.298501, -14.554297, -9.955262, -9.209161, -5.2255054, -7.3610196, -9.021999, -12.6253605, -14.120986, -12.923356, -11.459452, -11.305508, -9.539421, -10.060806, -11.339817, -11.610906, -11.248523, -10.5722685, -7.8952417, -10.686881, -17.727709, -11.136524, -9.199837, -8.106498, -11.536628, -13.887156, -12.462438, -8.716076, -6.7091513, -8.395134, -12.107151, -8.014895, -11.636119, -16.266115, -7.781754, -7.609631, -9.877628, -1.0217448, -3.5688589, -15.894522, -14.636147, -12.196006, -15.839976, -21.910313, -19.694462, -17.406555, -18.220638, -22.809166, -28.734076, -34.465645
1431785165.546000, /muse/elements/low_freqs_absolute, 0.69089884, 0.6443168, 0.72758335, 0.73964876
1431785165.546000, /muse/elements/alpha_absolute, 0.45215234, 0.09886725, 0.3941299, 0.56957567
1431785165.546000, /muse/elements/beta_absolute, 0.86200833, -0.048404984, 0.29155502, 0.63860613
1431785165.546000, /muse/elements/delta_absolute, 0.5462952, 0.4708831, 0.5249674, 0.53370863
1431785165.546000, /muse/elements/gamma_absolute, 0.35508785, -0.620319, 0.2459853, 0.6636829
1431785165.546000, /muse/elements/theta_absolute, 0.14299619, 0.16183116, 0.2990964, 0.31669667
1431785165.546000, /muse/elements/alpha_session_score, 0.42857143, 0.54285717, 0.28125, 0.71929824
1431785165.546000, /muse/elements/beta_session_score, 0.8292683, 0.95238096, 0.3181818, 0.32142857
1431785165.546000, /muse/elements/delta_session_score, 0.60714287, 0.7446808, 0.34615386, 0.46969697
1431785165.546000, /muse/elements/gamma_session_score, 0.0952381, 0.67741936, 0.9047619, 0.7297297
1431785165.547000, /muse/elements/theta_session_score, 0.019607844, 0.52380955, 0.19444445, 0.0882353
1431785165.547000, /muse/eeg, 847.164855957, 817.555236816, 855.389770508, 830.715087891
1431785165.547000, /muse/eeg, 868.549621582, 824.135131836, 847.164855957, 843.874938965
1431785165.547000, /muse/eeg, 840.584960938, 819.200195312, 840.584960938, 842.229919434
1431785165.547000, /muse/eeg, 852.09979248, 819.200195312, 843.874938965, 837.29498291
1431785165.547000, /muse/eeg, 843.874938965, 815.91027832, 830.715087891, 834.005004883
1431785165.547000, /muse/eeg, 838.940002441, 812.620300293, 827.425109863, 842.229919434
1431785165.547000, /muse/eeg, 848.809875488, 810.975280762, 832.360046387, 845.519897461
1431785165.547000, /muse/eeg, 840.584960938, 809.330322266, 834.005004883, 827.425109863
1431785165.547000, /muse/eeg, 843.874938965, 807.68536377, 837.29498291, 834.005004883
1431785165.547000, /muse/eeg, 845.519897461, 807.68536377, 847.164855957, 830.715087891
1431785165.547000, /muse/eeg, 850.454833984, 810.975280762, 842.229919434, 830.715087891
1431785165.547000, /muse/eeg, 848.809875488, 812.620300293, 840.584960938, 840.584960938
1431785165.547000, /muse/eeg, 840.584960938, 814.265258789, 840.584960938, 848.809875488
1431785165.547000, /muse/eeg, 843.874938965, 812.620300293, 852.09979248, 842.229919434
1431785165.547000, /muse/eeg, 863.614685059, 819.200195312, 848.809875488, 845.519897461
1431785165.547000, /muse/acc, 58.5938415527, 996.095336914, 152.343994141
1431785165.547000, /muse/acc, 58.5938415527, 996.095336914, 152.343994141
1431785165.579000, /muse/acc, 58.5938415527, 996.095336914, 152.343994141
1431785165.602000, /muse/acc, 58.5938415527, 992.189025879, 152.343994141
1431785165.602000, /muse/eeg, 847.164855957, 817.555236816, 850.454833984, 847.164855957
1431785165.603000, /muse/eeg/quantization, 1, 1, 1, 1
1431785165.603000, /muse/eeg, 847.164855957, 815.91027832, 845.519897461, 845.519897461
1431785165.603000, /muse/eeg, 842.229919434, 814.265258789, 842.229919434, 835.650024414
1431785165.603000, /muse/eeg, 852.09979248, 809.330322266, 845.519897461, 832.360046387
1431785165.603000, /muse/eeg, 853.744812012, 810.975280762, 838.940002441, 855.389770508
1431785165.603000, /muse/eeg, 845.519897461, 810.975280762, 850.454833984, 837.29498291
1431785165.603000, /muse/eeg, 866.904663086, 814.265258789, 840.584960938, 850.454833984
1431785165.603000, /muse/elements/alpha_relative, 0.1607217, 0.18234685, 0.211897, 0.19604674
1431785165.603000, /muse/elements/beta_relative, 0.418067, 0.12856106, 0.16480047, 0.23948705
1431785165.603000, /muse/elements/delta_relative, 0.22238277, 0.43758819, 0.30764753, 0.20812112
1431785165.603000, /muse/elements/gamma_relative, 0.123164244, 0.035371702, 0.1516594, 0.24562183
1431785165.603000, /muse/elements/theta_relative, 0.075664274, 0.21613218, 0.16399562, 0.11072326
1431785165.603000, /muse/elements/horseshoe, 1.0, 1.0, 1.0, 1.0
1431785165.603000, /muse/elements/is_good, 1, 1, 1, 1
1431785165.603000, /muse/elements/blink, 0
1431785165.603000, /muse/elements/jaw_clench, 0
1431785165.603000, /muse/elements/touching_forehead, 1
1431785165.603000, /muse/elements/experimental/concentration, 0.48778704
1431785165.603000, /muse/elements/experimental/mellow, 0.17509428
1431785165.603000, /muse/elements/raw_fft0, -5.8161864, -0.55856603, 1.5269449, 4.5512905, -2.1192267, -5.72014, -6.052522, -5.689584, -8.972112, -3.5862741, -6.4826927, -10.011276, -4.7379713, -3.4075358, -4.740447, -8.353133, -9.650986, -10.036474, -3.7367895, -1.5306953, -0.65105224, -7.6030264, -7.9709535, -6.3219414, -7.0169106, -4.810662, -5.432828, -5.159347, -3.7009323, -0.7818106, -1.8087598, -1.0121677, -1.815124, -2.8931494, -9.930554, -9.76218, -7.0450006, -9.192153, -11.049983, -6.592239, -7.6938624, -6.4672194, -7.2323723, -10.047998, -11.967519, -8.20399, -9.973227, -12.375174, -15.75616, -16.029655, -14.175933, -12.181163, -9.8421545, -18.931095, -19.37356, -11.204621, -10.442216, -19.493567, -28.122107, -22.781912, -17.846071, -17.465693, -10.718577, -10.76566, -8.13294, -6.8058634, -8.56025, -10.56085, -8.931537, -8.0522585, -5.897717, -4.5384097, -8.083587, -4.4911294, -1.3798724, -5.2043247, -11.396479, -8.046912, -8.30551, -2.2943149, -2.9127707, -10.44071, -10.238446, -11.516172, -13.157597, -10.458392, -5.7080207, -3.400093, -6.0457025, -7.081529, -10.993311, -13.355056, -7.7262807, -9.086151, -12.113907, -5.3429384, -5.8498445, -6.4497547, -6.8891, -10.7104225, -8.799652, -14.8222475, -7.4724984, -7.448478, -13.11539, -8.982422, -7.169352, -12.121857, -15.268947, -14.430207, -12.123923, -9.792516, -9.817769, -9.314721, -11.835525, -11.37144, -7.0460873, -10.111051, -18.038641, -13.689435, -8.574979, -11.693241, -11.797757, -17.563799, -19.027231, -18.108774, -20.18375, -17.513744, -16.002153
1431785165.604000, /muse/elements/raw_fft1, -7.313229, -1.8964903, -0.7301594, 2.1137526, -1.7438613, -3.14314, -5.9977417, -1.673846, -6.542376, -6.9428945, -7.5828676, -10.719389, -12.498768, -17.714552, -18.575987, -17.646673, -20.114038, -14.968066, -14.886259, -9.712224, -7.5793333, -8.35381, -14.181339, -17.174644, -16.782454, -16.023764, -18.603592, -14.304725, -15.504142, -10.742342, -13.203428, -16.671679, -21.640236, -17.447939, -16.914999, -16.769659, -16.005348, -14.976099, -19.374947, -23.046616, -16.735878, -14.937895, -16.77009, -16.811834, -17.623531, -19.015789, -21.305958, -17.334417, -18.718163, -19.782164, -21.093079, -22.667421, -20.895914, -25.104027, -22.235304, -22.58504, -27.754065, -36.21591, -29.944393, -28.271465, -26.716614, -27.919523, -24.937841, -20.413857, -21.879341, -22.424345, -26.47991, -22.862013, -23.788286, -24.24849, -21.70977, -19.774506, -21.871038, -21.369415, -18.60807, -21.99565, -22.468525, -24.879133, -26.758028, -16.909948, -19.457766, -25.226435, -26.644272, -23.747133, -18.293253, -19.304571, -23.727253, -27.945892, -26.689539, -23.546593, -25.118563, -25.226223, -22.399721, -26.854715, -28.384275, -26.580957, -21.837627, -20.6744, -27.512543, -24.546991, -19.822893, -21.03052, -29.32684, -27.074339, -29.049044, -22.7395, -22.311773, -23.617683, -22.538927, -24.91729, -24.08595, -23.86859, -24.539816, -22.93592, -22.01163, -21.418032, -19.503082, -21.597898, -28.783249, -33.002636, -32.2791, -27.995869, -31.910389, -34.263607, -39.884094, -31.345526, -24.774937, -24.668314, -33.176815
1431785165.604000, /muse/elements/raw_fft2, -5.8226504, -1.2852149, -3.6772866, 2.7179203, 0.6165017, -1.3488907, -3.5301888, -2.4629595, -8.63905, -11.504726, -9.966602, -10.567735, -11.375914, -2.497452, -5.7052374, -9.914027, -4.486595, -8.537422, -16.452114, -13.92003, -12.631651, -11.801367, -9.420434, -7.1866274, -8.864489, -13.199283, -8.575687, -13.25826, -16.724308, -12.908542, -11.247999, -9.480599, -11.13399, -11.104321, -13.360281, -21.039503, -12.93547, -11.717357, -10.360073, -12.542524, -11.011459, -13.329712, -4.229021, -5.5046325, -11.08065, -13.757291, -13.076831, -18.061361, -11.524985, -8.879115, -12.170563, -16.490187, -12.541569, -12.098275, -18.846678, -15.778304, -18.097197, -29.2015, -28.598124, -25.936104, -22.71076, -18.818079, -14.637323, -13.413343, -14.755895, -15.299302, -15.049529, -13.534837, -16.763678, -16.256466, -15.388896, -20.472267, -14.910806, -9.00656, -2.1275485, -5.307583, -8.651709, -17.808159, -18.066725, -14.204229, -11.075568, -8.911211, -12.728145, -10.094768, -10.357957, -13.874581, -18.743044, -16.191736, -19.441898, -17.099342, -11.833067, -15.091127, -15.728034, -16.092525, -13.989961, -17.602114, -19.793377, -13.879365, -11.957714, -11.3074665, -7.360756, -7.377735, -9.097709, -12.28024, -13.817709, -15.886501, -13.071692, -8.850281, -10.948728, -12.308256, -12.945771, -17.66184, -17.658554, -12.269378, -14.772738, -16.756992, -7.559373, -9.4741125, -20.699696, -14.690776, -14.818038, -18.21286, -17.809126, -16.518435, -14.339585, -19.567, -22.922564, -21.295147, -19.956902
1431785165.604000, /muse/elements/raw_fft3, -6.7340794, -0.021222616, 2.4317825, 2.5309815, -4.9185433, -0.87046266, -4.58211, -5.370155, -7.5132155, -5.2125974, -6.2724123, -8.361976, -3.4827666, -5.6818476, -7.4759326, -4.0991616, -5.4909034, -9.400257, -11.788618, -7.0747275, -3.196335, -5.918765, -13.617667, -7.3223248, -3.9934015, -8.253377, -9.182819, -14.781757, -14.844048, -5.4721093, -1.9688989, -4.8696246, -5.886528, -3.4880705, -6.6068954, -4.3369393, -2.9307714, 0.44990864, -4.012766, -8.648525, -13.4776325, -6.60856, -3.537922, -8.434064, -13.15411, -15.382763, -18.533096, -10.5071, -10.079684, -10.010221, -8.190429, -10.767949, -10.642488, -11.712051, -8.296649, -11.492834, -14.151192, -20.420015, -21.692795, -25.2997, -24.899334, -17.860405, -13.049341, -11.207726, -9.920618, -11.179837, -11.493503, -10.263353, -12.017082, -6.3075595, -8.144186, -9.608802, -7.693645, -6.1470413, -6.6861076, -5.7152414, -6.5615225, -9.863794, -10.108556, -12.026341, -15.044249, -9.615419, -9.024909, -4.932349, -7.012276, -8.870295, -13.54235, -13.958801, -12.994021, -11.530206, -11.272727, -10.501197, -10.291854, -11.430877, -11.450636, -11.230019, -11.188386, -8.793836, -11.725262, -19.54417, -10.306298, -9.6520195, -9.186882, -11.660492, -13.29241, -12.579204, -9.097403, -6.7603626, -8.284345, -11.200017, -7.8407164, -12.160657, -14.812232, -7.979915, -8.098065, -9.504702, -0.6187772, -3.3001537, -15.629698, -14.44667, -11.960734, -15.893566, -21.892008, -19.73187, -17.977978, -17.99889, -22.256945, -28.211508, -36.32481
1431785165.604000, /muse/elements/low_freqs_absolute, 0.72716933, 0.653361, 0.7407546, 0.7447384
1431785165.604000, /muse/elements/alpha_absolute, 0.45895904, 0.09886725, 0.39326584, 0.53351927
1431785165.604000, /muse/elements/beta_absolute, 0.8741304, -0.052921545, 0.2840995, 0.6204417
1431785165.604000, /muse/elements/delta_absolute, 0.59998566, 0.47903457, 0.5551945, 0.5594758
1431785165.604000, /muse/elements/gamma_absolute, 0.34336916, -0.61337507, 0.24801037, 0.63142663
1431785165.604000, /muse/elements/theta_absolute, 0.13177536, 0.1726884, 0.2819733, 0.28539848
1431785165.604000, /muse/elements/alpha_session_score, 0.45238096, 0.54285717, 0.28125, 0.64285713
1431785165.604000, /muse/elements/beta_session_score, 0.875, 0.95238096, 0.27272728, 0.25
1431785165.604000, /muse/elements/delta_session_score, 0.71428573, 0.7659575, 0.40384614, 0.5151515
1431785165.604000, /muse/elements/gamma_session_score, 0.071428575, 0.7, 0.95238096, 0.6486486
1431785165.604000, /muse/elements/theta_session_score, 0.0, 0.54761904, 0.1388889, 0.0
1431785165.605000, /muse/eeg, 832.360046387, 817.555236816, 834.005004883, 855.389770508
1431785165.605000, /muse/eeg, 842.229919434, 815.91027832, 842.229919434, 848.809875488
1431785165.605000, /muse/eeg, 835.650024414, 815.91027832, 853.744812012, 824.135131836
1431785165.605000, /muse/eeg, 835.650024414, 819.200195312, 848.809875488, 830.715087891
1431785165.605000, /muse/eeg, 863.614685059, 820.845214844, 848.809875488, 847.164855957
1431785165.605000, /muse/eeg, 850.454833984, 820.845214844, 838.940002441, 852.09979248
1431785165.605000, /muse/eeg, 863.614685059, 822.49017334, 832.360046387, 848.809875488
1431785165.605000, /muse/eeg, 868.549621582, 822.49017334, 835.650024414, 852.09979248
1431785165.605000, /muse/eeg, 850.454833984, 819.200195312, 847.164855957, 845.519897461
1431785165.617000, /muse/acc, 62.5000991821, 996.095336914, 152.343994141
1431785165.617000, /muse/drlref, 1651612.875, 1654838.75
1431785165.636000, /muse/acc, 58.5938415527, 1000.00158691, 152.343994141
1431785165.657000, /muse/acc, 58.5938415527, 1000.00158691, 152.343994141
1431785165.658000, /muse/acc, 62.5000991821, 996.095336914, 156.250244141
1431785165.685000, /muse/eeg, 842.229919434, 819.200195312, 848.809875488, 824.135131836
1431785165.685000, /muse/eeg/quantization, 1, 1, 1, 1
1431785165.685000, /muse/eeg, 840.584960938, 819.200195312, 850.454833984, 837.29498291
1431785165.685000, /muse/eeg, 837.29498291, 820.845214844, 845.519897461, 843.874938965
1431785165.685000, /muse/eeg, 847.164855957, 822.49017334, 845.519897461, 845.519897461
1431785165.685000, /muse/eeg, 876.774536133, 824.135131836, 840.584960938, 837.29498291
1431785165.685000, /muse/eeg, 865.259643555, 824.135131836, 842.229919434, 838.940002441
1431785165.685000, /muse/eeg, 848.809875488, 819.200195312, 843.874938965, 842.229919434
1431785165.685000, /muse/eeg, 850.454833984, 817.555236816, 842.229919434, 843.874938965
1431785165.685000, /muse/eeg, 843.874938965, 815.91027832, 850.454833984, 852.09979248
1431785165.685000, /muse/eeg, 840.584960938, 817.555236816, 860.324707031, 852.09979248
1431785165.685000, /muse/eeg, 850.454833984, 819.200195312, 853.744812012, 843.874938965
1431785165.685000, /muse/eeg, 865.259643555, 824.135131836, 852.09979248, 822.49017334
1431785165.686000, /muse/eeg, 855.389770508, 824.135131836, 848.809875488, 840.584960938
1431785165.686000, /muse/elements/alpha_relative, 0.15459777, 0.18119594, 0.2051313, 0.19323404
1431785165.686000, /muse/elements/beta_relative, 0.4126482, 0.12654878, 0.15648931, 0.23330997
1431785165.686000, /muse/elements/delta_relative, 0.2442338, 0.43361416, 0.3242808, 0.2314393
1431785165.686000, /muse/elements/gamma_relative, 0.1158778, 0.03624184, 0.14757189, 0.23516822
1431785165.686000, /muse/elements/theta_relative, 0.07264242, 0.22239926, 0.1665267, 0.10684846
1431785165.686000, /muse/elements/horseshoe, 1.0, 1.0, 1.0, 1.0
1431785165.686000, /muse/elements/is_good, 1, 1, 1, 1
1431785165.686000, /muse/elements/blink, 0
1431785165.686000, /muse/elements/jaw_clench, 0
1431785165.686000, /muse/elements/touching_forehead, 1
1431785165.686000, /muse/elements/experimental/concentration, 0.47644952
1431785165.686000, /muse/elements/experimental/mellow, 0.17509428
1431785165.686000, /muse/elements/raw_fft0, -6.595883, -1.2455095, 2.5012312, 5.1855063, -1.0856508, -6.0606756, -5.9968843, -5.725053, -8.931145, -3.0510612, -6.1252255, -10.444675, -4.721507, -3.1770046, -4.449894, -8.186664, -9.562879, -9.461848, -4.115709, -1.5732462, -1.1585146, -8.032545, -6.9280562, -4.7641587, -6.369497, -5.096372, -4.689341, -5.241805, -4.3458815, -0.86214054, -0.86079437, -0.2705686, -1.6071002, -3.6808825, -10.704435, -9.672522, -7.1144814, -8.422474, -11.662902, -6.3919516, -8.130581, -6.2425766, -7.0730214, -10.431003, -11.526959, -8.543351, -11.813544, -11.670645, -14.321337, -16.715757, -13.930589, -12.682688, -9.546852, -15.53634, -17.284052, -11.019981, -10.314564, -18.848558, -28.286596, -23.339499, -17.875408, -17.399498, -11.039087, -10.92321, -7.6398487, -7.037298, -8.946531, -10.019812, -7.6447287, -7.293202, -5.8085647, -4.989203, -9.233589, -4.2584605, -1.2412449, -5.237362, -9.2136345, -7.4610023, -8.074094, -1.7580683, -2.9340272, -12.027843, -12.680545, -13.391071, -13.481753, -10.083725, -5.7281733, -3.0644789, -6.1415377, -6.1761928, -9.870398, -14.144202, -7.5030704, -8.995685, -12.711398, -5.338135, -6.441929, -8.087925, -7.023188, -9.69035, -8.578316, -13.612121, -7.442629, -7.5479813, -14.464119, -10.0020275, -7.2833586, -12.61812, -15.066971, -15.213216, -11.735875, -10.0933485, -9.891818, -9.204856, -12.237564, -12.1271105, -6.804035, -9.1964245, -17.868315, -14.099692, -8.496739, -11.342306, -11.255808, -16.684294, -21.436224, -20.060772, -20.363604, -17.651749, -15.36712
1431785165.686000, /muse/elements/raw_fft1, -8.20839, -2.1335433, -0.47622013, 2.1739032, -1.4091036, -3.4082873, -5.34788, -1.7159426, -7.2598042, -6.885895, -7.288289, -10.216834, -12.107082, -16.098497, -17.378815, -18.102245, -18.670721, -15.871922, -15.656258, -10.001265, -8.263485, -9.116921, -14.212072, -15.884702, -16.032282, -16.118267, -17.025244, -14.101213, -14.897503, -10.779608, -13.695084, -16.407326, -22.110828, -17.7552, -18.3415, -17.086494, -15.9754305, -15.289701, -19.605698, -23.163607, -16.104795, -14.174353, -16.78672, -17.494102, -17.373383, -19.355188, -20.099781, -16.575537, -18.420975, -20.199326, -20.971617, -22.008047, -21.188412, -26.051426, -21.996553, -22.100286, -27.403727, -35.653843, -30.734179, -28.848642, -26.78287, -27.003555, -24.93729, -20.577927, -21.147358, -21.604357, -27.273338, -23.707825, -23.986881, -24.755558, -21.963411, -20.278399, -22.319532, -21.607256, -19.28364, -22.628033, -22.253595, -24.694027, -26.756182, -17.199757, -19.43812, -24.248285, -25.68296, -23.511084, -17.901136, -18.766628, -22.187773, -26.873444, -26.818731, -23.841513, -24.734686, -26.26148, -23.015366, -26.492588, -28.07934, -25.495289, -22.017893, -20.246334, -25.662346, -24.029562, -19.554796, -20.700508, -28.464758, -26.979635, -29.045303, -22.895563, -23.335768, -23.212885, -22.838087, -25.045685, -23.374725, -23.253435, -24.213726, -22.63143, -22.087149, -21.502913, -19.7022, -21.88782, -28.559057, -32.845398, -31.579576, -28.235779, -31.15437, -33.204624, -40.611137, -33.389805, -25.558565, -25.091486, -33.978077
1431785165.687000, /muse/elements/raw_fft2, -5.608046, -1.8069857, -3.1631882, 2.6487892, 0.93693775, -0.95396775, -3.0783947, -2.190617, -9.458854, -11.920493, -10.374428, -9.469118, -10.058732, -2.031492, -5.0261135, -10.818128, -4.5649266, -9.344888, -17.486599, -13.792766, -13.651813, -12.266152, -9.36026, -6.963483, -9.0376215, -15.322194, -9.144136, -13.054628, -17.983648, -14.44518, -12.045297, -9.499919, -11.084076, -10.574188, -12.044949, -22.855894, -14.5938, -12.5805235, -10.425849, -11.916002, -11.999223, -14.705333, -4.259221, -5.245657, -10.772506, -15.071807, -13.6408, -17.766588, -11.95027, -8.617922, -12.643351, -15.509003, -11.522111, -11.720933, -19.399456, -15.933785, -18.368635, -30.081837, -30.149076, -26.146212, -22.658695, -17.83465, -14.423838, -13.551, -14.475581, -15.203525, -15.38226, -12.73754, -15.838414, -15.8748865, -15.3888235, -19.760742, -14.449767, -9.197942, -2.2840314, -5.351587, -8.395419, -15.577467, -18.26568, -15.17842, -11.238524, -8.669166, -11.930105, -10.782155, -11.600432, -14.528884, -18.163284, -17.334522, -19.747494, -16.967554, -11.1108055, -15.132174, -15.75427, -15.326401, -13.229552, -17.444248, -21.350885, -13.60127, -11.879666, -10.951455, -7.572003, -7.6456504, -9.044379, -11.842669, -13.435267, -15.490684, -14.041708, -9.043624, -10.9303255, -13.362112, -14.171319, -17.409193, -16.925285, -12.1776905, -14.97072, -16.94028, -7.3979354, -8.991545, -19.939028, -15.7431345, -15.667221, -19.026655, -18.379286, -16.232529, -13.919743, -19.323444, -22.84409, -21.433735, -19.986664
